station_name,date,hour,population
nihonbashi,2024/12/13,13,NA
nihonbashi,2024/12/13,14,NA
nihonbashi,2024/12/13,15,NA
nihonbashi,2024/12/13,16,NA
nihonbashi,2024/12/13,17,NA
nihonbashi,2024/12/13,18,NA
nihonbashi,2024/12/13,19,NA
nihonbashi,2024/12/13,20,NA
nihonbashi,2024/12/13,21,NA
nihonbashi,2024/12/13,22,7457
nihonbashi,2024/12/13,23,4371
nihonbashi,2024/12/13,24,2143
nihonbashi,2024/12/14,1,1457
nihonbashi,2024/12/14,2,1629
nihonbashi,2024/12/14,3,1800
nihonbashi,2024/12/14,4,1971
nihonbashi,2024/12/14,5,1971
nihonbashi,2024/12/14,6,2829
nihonbashi,2024/12/14,7,3857
nihonbashi,2024/12/14,8,5229
nihonbashi,2024/12/14,9,8314
nihonbashi,2024/12/14,10,11743
nihonbashi,2024/12/14,11,15514
nihonbashi,2024/12/14,12,18257
nihonbashi,2024/12/14,13,20314
nihonbashi,2024/12/14,14,21686
nihonbashi,2024/12/14,15,21171
nihonbashi,2024/12/14,16,20143
nihonbashi,2024/12/14,17,18531
nihonbashi,2024/12/14,18,17121
nihonbashi,2024/12/14,19,14604
nihonbashi,2024/12/14,20,11045
nihonbashi,2024/12/14,21,7611
nihonbashi,2024/12/14,22,5357
nihonbashi,2024/12/14,23,3214
nihonbashi,2024/12/14,24,1500
nihonbashi,2024/12/15,1,1071
nihonbashi,2024/12/15,2,1500
nihonbashi,2024/12/15,3,1500
nihonbashi,2024/12/15,4,1500
nihonbashi,2024/12/15,5,1929
nihonbashi,2024/12/15,6,4071
nihonbashi,2024/12/15,7,9643
nihonbashi,2024/12/15,8,24643
nihonbashi,2024/12/15,9,41357
nihonbashi,2024/12/15,10,48643
nihonbashi,2024/12/15,11,52500
nihonbashi,2024/12/15,12,52929
nihonbashi,2024/12/15,13,53357
nihonbashi,2024/12/15,14,53357
nihonbashi,2024/12/15,15,52500
nihonbashi,2024/12/15,16,51214
nihonbashi,2024/12/15,17,47786
nihonbashi,2024/12/15,18,40071
nihonbashi,2024/12/15,19,29786
nihonbashi,2024/12/15,20,21214
nihonbashi,2024/12/15,21,13500
nihonbashi,2024/12/15,22,NA
nihonbashi,2024/12/15,23,4071
nihonbashi,2024/12/15,24,1929
nihonbashi,2024/12/16,1,1500
nihonbashi,2024/12/16,2,1929
nihonbashi,2024/12/16,3,1929
nihonbashi,2024/12/16,4,1500
nihonbashi,2024/12/16,5,1929
nihonbashi,2024/12/16,6,3643
nihonbashi,2024/12/16,7,9643
nihonbashi,2024/12/16,8,24214
nihonbashi,2024/12/16,9,40929
nihonbashi,2024/12/16,10,49071
nihonbashi,2024/12/16,11,52071
nihonbashi,2024/12/16,12,53786
nihonbashi,2024/12/16,13,54214
nihonbashi,2024/12/16,14,54214
nihonbashi,2024/12/16,15,53786
nihonbashi,2024/12/16,16,51643
nihonbashi,2024/12/16,17,49071
nihonbashi,2024/12/16,18,41786
nihonbashi,2024/12/16,19,31929
nihonbashi,2024/12/16,20,22929
nihonbashi,2024/12/16,21,16071
nihonbashi,2024/12/16,22,10071
